Wavelength,H_blocker,K,L,M
2.40732,0.000143781,0.279017,0.000418901,0.00611091
2.40848,0.000102255,0.262405,0.000160694,0.00605512
2.40964,0.000114389,0.246608,0.000154495,0.00620723
2.4108,0.000104723,0.231481,0.000110388,0.00631905
2.41196,1.57E-05,0.217145,0.000213623,0.0061326
2.41313,3.13E-05,0.203303,0.000144243,0.00609207
2.41429,7.35E-05,0.190433,0.000177622,0.00613284
2.41546,3.13E-05,0.178209,0.000300169,0.00612664
2.41663,8.53E-05,0.166515,0.000205278,0.00617337
2.41779,8.74E-05,0.155752,0.000200987,0.00623131
2.41896,0.00012517,0.145481,0.000236034,0.00621986
2.42014,4.65E-05,0.135913,7.32E-05,0.00618196
2.42131,6.09E-05,0.126987,0.000192881,0.00595546
2.42248,8.77E-05,0.118659,0.000173807,0.00602055
2.42365,3.97E-05,0.110687,3.72E-05,0.00628734
2.42483,6.23E-05,0.103387,2.41E-05,0.0061512
2.42601,0.000115663,0.0963449,0.000123024,0.00615597
2.42718,2.72E-05,0.090167,0.000213146,0.00625086
2.42836,1.78E-05,0.0842864,4.32E-05,0.00627351
2.42954,8.49E-05,0.0785189,0.000165224,0.00601363
2.43072,9.49E-05,0.0729685,0.000222921,0.00626087
2.43191,7.71E-05,0.0684655,6.39E-05,0.00610709
2.43309,0.000146635,0.0637143,9.30E-06,0.00624204
2.43427,0.000106721,0.0595968,0.000157356,0.00623512
2.43546,0.000221148,0.0556896,0.000295162,0.00663757
2.43665,9.22E-05,0.0520182,0.000145197,0.00637388
2.43784,6.79E-05,0.048732,0.000243425,0.00626874
2.43902,5.97E-05,0.0456588,0.000119448,0.0062809
2.44021,6.36E-05,0.0425019,6.68E-05,0.00628328
2.44141,0.000106372,0.0394404,0.000206709,0.00631023
2.4426,5.48E-05,0.036977,0.000233173,0.00645447
2.44379,8.24E-05,0.0346248,0.000124931,0.00621962
2.44499,8.54E-05,0.0323148,8.06E-05,0.00616169
2.44618,5.94E-05,0.0301082,6.60E-05,0.00602698
2.44738,0.000121443,0.0281339,0.000104427,0.00618649
2.44858,5.24E-05,0.0263946,0.000227213,0.00601077
2.44978,9.29E-05,0.0247414,0.000214577,0.00588608
2.45098,7.21E-05,0.02302,6.77E-05,0.00609899
2.45218,3.79E-05,0.0216508,9.39E-05,0.00622535
2.45339,0.00011178,0.0203612,0.00015068,0.00610352
2.45459,7.10E-05,0.0190022,4.94E-05,0.00595999
2.4558,0.000112811,0.017796,0.000112057,0.00609446
2.457,8.10E-05,0.0166068,8.39E-05,0.00589991
2.45821,7.78E-05,0.0154107,6.51E-05,0.00614405
2.45942,0.000141887,0.0144811,0.000132322,0.00586557
2.46063,9.26E-05,0.0135107,6.34E-05,0.00599503
2.46184,0.000115997,0.0124474,0.000256777,0.00602865
2.46305,7.85E-05,0.0117354,0.000103474,0.006176
2.46427,0.000131432,0.0108318,0.000239611,0.00593543
2.46548,6.76E-05,0.0102568,9.32E-05,0.00594139
2.4667,0.000126037,0.00950813,0.00016427,0.00606036
2.46792,8.15E-05,0.0089457,6.48E-05,0.00597572
2.46914,0.000133326,0.00810218,0.000179291,0.00595832
2.47036,0.000133489,0.00780749,0.000136137,0.00584292
2.47158,8.50E-05,0.00715733,0.000141859,0.00581527
2.4728,0.0001307,0.00668311,0.000204325,0.00592422
2.47402,5.90E-05,0.0062964,0.00020051,0.00606298
2.47525,3.13E-05,0.00597858,5.70E-05,0.0057714
2.47647,8.16E-05,0.00549531,0.000144958,0.00577474
2.4777,0.000150582,0.0052259,0.000113249,0.00534201
2.47893,0.000116353,0.00480151,0.000154495,0.00526285
2.48016,4.74E-05,0.00430441,0.000279903,0.00564671
2.48139,0.000157863,0.00398374,0.000102282,0.0057807
2.48262,0.000145975,0.00391436,5.01E-05,0.00564265
2.48385,8.74E-05,0.00351596,0.000210285,0.00568724
2.48509,0.000107416,0.00305271,0.000185728,0.00573969
2.48633,4.79E-05,0.00297761,0.000137091,0.00563955
2.48756,7.57E-05,0.00287199,0.000181675,0.0055697
2.4888,6.18E-05,0.00256562,0.000160456,0.00539541
2.49004,2.40E-05,0.00235057,1.67E-05,0.00554347
2.49128,0.000166617,0.00208187,0.000281095,0.00577021
2.49252,5.12E-05,0.00229144,0.000197649,0.00570989
2.49377,0.000104977,0.0018816,0.000162125,0.00559401
2.49501,0.00011473,0.00181961,0.000204802,0.00558829
2.49626,0.000118895,0.00177288,0.000173569,0.00554633
2.4975,2.19E-05,0.00161243,0.000154257,0.00561404
2.49875,3.11E-05,0.0016191,0.000220299,0.00575685
2.5,6.03E-05,0.00141048,0.000241756,0.00558233
2.50125,0.000110019,0.00139022,9.27E-05,0.00567365
2.5025,9.25E-05,0.00102377,0.000147343,0.00560713
2.50376,0.000118689,0.00116181,8.44E-05,0.00566006
2.50501,9.73E-05,0.00128007,0.000100374,0.00563574
2.50627,9.28E-05,0.00104356,0.00016737,0.00547647
2.50752,7.80E-05,0.000857353,0.000247002,0.00548983
2.50878,5.34E-05,0.00110149,0.000174522,0.0051589
2.51004,3.70E-05,0.000850916,0.000115156,0.00429082
2.5113,1.24E-05,0.000935793,0.000222683,0.00491238
2.51256,0.000123633,0.000824928,0.000138283,0.00529146
2.51383,0.000197237,0.000883102,0.000162602,0.00507331
2.51509,0.000109174,0.000761032,0.00010705,0.00529861
2.51636,1.84E-05,0.000663519,6.58E-05,0.00533199
2.51762,8.36E-05,0.000580788,0.000175476,0.00534368
2.51889,4.76E-05,0.000804663,0.000153303,0.00529242
2.52016,1.59E-05,0.000727654,0.000101566,0.00542736
2.52143,0.000140122,0.000663757,0.000179052,0.00548148
2.5227,0.000117524,0.000370502,7.58E-05,0.00549722
2.52398,5.69E-05,0.000452995,0.000249624,0.00538444
2.52525,9.69E-05,0.000633478,0.000240803,0.00509858
2.52653,0.000247123,0.00069356,0.000299931,0.00536275
2.52781,0.000219446,0.00049758,0.000191212,0.00549626
2.52908,0.000112675,0.00039959,0.000127077,0.00529122
2.53036,3.84E-05,0.000421762,0.000162125,0.00558519
2.53165,5.47E-05,0.000433683,0.000355482,0.00586367
2.53293,4.18E-05,0.000510216,8.68E-05,0.00614357
2.53421,8.42E-05,0.000335455,0.000198364,0.00560236
2.5355,0.000119151,0.000377893,0.000180006,0.00617814
2.53678,0.000115204,0.000362873,0.000207663,0.00610733
2.53807,3.89E-05,0.000356913,0.000187159,0.00567126
2.53936,3.28E-05,0.000411272,2.91E-05,0.0054698
2.54065,8.45E-05,0.000414848,0.000192404,0.00505185
2.54194,5.61E-05,0.000421762,0.000146389,0.00530767
2.54323,0.00010698,0.000134945,0.000192881,0.00638318
2.54453,0.000155516,0.000278711,0.00018096,0.00588131
2.54582,6.67E-05,0.000365257,5.75E-05,0.00586724
2.54712,4.59E-05,0.000384331,0.000118494,0.00635099
2.54842,2.42E-05,0.00044322,0.000303984,0.0062592
2.54972,2.40E-05,0.000276804,0.00021553,0.00582027
2.55102,0.000167668,7.41E-05,-1.79E-05,0.00612831
2.55232,0.000239416,0.000104666,0.00027442,0.00694251
2.55363,0.000156751,0.000184774,0.000191927,0.00630665
2.55493,6.41E-05,2.91E-05,0.000105619,0.00592923
2.55624,1.31E-05,0.000372171,0.000137806,0.00560665
2.55754,0.0001101,0.000222444,7.77E-05,0.00546694
2.55885,9.12E-05,0.000144005,5.79E-05,0.00544334
2.56016,0.000175636,9.27E-05,5.87E-05,0.00699234
2.56148,5.22E-05,0.000252962,0.000109434,0.00798416
2.56279,0.000165012,0.000184774,0.000239134,0.00768113
2.5641,0.000131307,5.41E-05,0.000284195,0.00765395
2.56542,7.34E-05,0.00021553,0.000228882,0.00624752
2.56674,7.05E-05,0.000212431,0.000185251,0.00516844
2.56805,0.000110247,8.61E-05,0.000146866,0.00504303
2.56937,2.90E-05,0.000121355,3.50E-05,0.00585365
2.57069,4.91E-05,0.000201464,0.000109672,0.00487852
2.57202,7.06E-05,4.53E-05,3.48E-05,0.0047133
2.57334,9.32E-05,0.000211,0.00015378,0.00487375
2.57467,6.59E-05,0.000149012,2.31E-05,0.0035944
2.57599,1.90E-05,0.000227928,6.25E-05,0.00439
2.57732,9.80E-05,0.000264883,6.46E-05,0.00429583
2.57865,0.000122611,0.000167847,0.000149012,0.00343919
2.57998,0.00011055,0.000112057,0.000211954,0.00315261
2.58131,9.36E-05,0.000390291,0.000131845,0.00323486
2.58264,0.000122648,0.000303268,0.000263691,0.00315404
2.58398,0.000160887,2.88E-05,0.000265837,0.00344229
2.58532,0.000101083,0.000113726,0.000270605,0.00248003
2.58665,0.000214564,0.000117064,0.000212431,0.0022285
2.58799,8.44E-05,0.000167847,0.000148058,0.00205946
2.58933,5.91E-05,0.00036788,0.000181436,0.00191617
2.59067,7.50E-05,0.000281334,9.08E-05,0.0016427
2.59202,9.32E-05,0.000185728,0.000147581,0.0011816
2.59336,0.000188505,0.000392675,0.000189304,0.00159955
2.59471,0.000122491,0.000498056,0.000287771,0.00310135
2.59605,0.000272923,8.96E-05,0.00011301,0.00182104
2.5974,6.82E-05,4.67E-05,0.000255585,0.00141573
2.59875,8.36E-05,0.000142097,0.000220776,0.000834227
2.6001,5.09E-05,0.000282764,6.34E-05,0.000640392
2.60146,0.000147785,0.000234127,0.000138521,0.000682116
2.60281,5.84E-05,0.000225067,8.99E-05,0.000712156
2.60417,0.000104505,0.000278473,0.00013423,0.000695229
2.60552,0.000224413,0.00013423,1.22E-05,0.000673056
2.60688,9.20E-05,0.000332356,0.00019598,0.000547171
2.60824,0.00012188,0.000202894,0.000144243,0.000502348
2.6096,0.000105951,0.00022769,5.10E-05,0.000400305
2.61097,0.000165921,0.000244379,0.000112057,0.000385523
2.61233,0.000176238,0.000128269,0.000174046,0.000508785
2.6137,0.000154917,0.0003016,9.87E-05,0.000490427
2.61506,0.000181652,0.000217438,0.000137567,0.000386476
2.61643,0.000141148,0.000294924,0.000308752,0.000141382
2.6178,0.000174811,6.84E-05,0.000307798,0.000128031
2.61917,0.000151733,0.000147819,0.000184298,0.000543833
2.62055,0.000160067,0.000392437,0.000183344,0.000451565
2.62192,8.21E-05,0.00033617,0.000197411,0.000221729
2.62329,6.62E-05,0.000242948,6.41E-05,0.00027585
2.62467,8.10E-05,0.000176191,5.94E-05,0.00016427
2.62605,6.94E-05,0.000290871,0.000190735,0.000161886
2.62743,7.31E-05,0.000290394,0.000138283,0.0003438
2.62881,8.65E-05,0.000270605,0.000252008,0.000201941
2.63019,8.13E-05,0.000203848,0.00017643,0.000261068
2.63158,0.000177022,0.000116587,0.00019002,0.000245571
2.63296,0.000172853,0.000185728,9.42E-05,0.000299454
2.63435,7.93E-05,0.000141859,0.000246286,0.000157356
2.63574,2.33E-05,4.84E-05,0.000178814,0.000129223
2.63713,0.000117001,0.00028944,0.000303268,8.34E-05
2.63852,0.000102023,0.000141859,0.000105619,0.000103235
2.63992,6.51E-05,0.000117779,0.00015068,0.000163555
2.64131,0.000108555,0.000222206,0.000142574,0.000250339
2.64271,0.000137881,0.000269651,9.20E-05,9.04E-05
2.6441,8.63E-05,8.03E-05,0.000207424,0.000188589
2.6455,0.000199988,0.000101566,8.58E-06,0.000143528
2.6469,0.00014391,8.56E-05,0.000170231,0.000242472
2.64831,0.000135599,0.000128746,0.000331163,0.000211716
2.64971,6.62E-05,0.00010705,0.000153303,0.000204086
2.65111,8.33E-05,0.000142574,0.00024271,0.000149488
2.65252,0.000101051,7.84E-05,0.000170946,4.67E-05
2.65393,6.73E-05,2.38E-05,9.82E-05,0.000272036
2.65534,7.89E-05,2.41E-05,0.000300407,0.000360251
2.65675,4.10E-05,5.87E-05,0.000129461,4.32E-05
2.65816,0.000128495,0.000216484,0.000162602,0.000243902
2.65957,0.000192557,0.000211716,0.000224352,0.000308275
2.66099,0.000133126,0.000232935,0.00014329,0.000334024
2.66241,9.21E-05,0.000211954,0.000222683,0.000162363
2.66383,0.000120366,0.000325441,0.000132322,0.000268221
2.66525,0.000156038,0.000324726,0.000290871,0.00021553
2.66667,0.000121698,0.000118256,0.000255823,0.000145197
2.66809,6.92E-05,0.000347138,0.000260115,2.62E-05
2.66951,3.19E-05,0.00033021,0.000226736,0.000462294
2.67094,0.000156799,0.000259876,0.000416994,0.000184774
2.67237,5.51E-05,7.15E-05,0.000288963,0.000125408
2.6738,0.000104723,2.57E-05,0.000179052,0.00021863
2.67523,9.18E-05,0.000202656,0.00015831,0.00033474
2.67666,0.000171823,0.000167847,0.000304461,0.000391722
2.67809,0.00015689,0.000216961,0.000278473,0.000211716
2.67953,0.000184217,0.000478744,0.000100851,0.000283718
2.68097,0.000143191,0.000155687,2.12E-05,5.87E-05
2.6824,9.95E-05,0.000116348,0.000193834,0.000114202
2.68384,0.000124659,0.000142574,0.00029707,0.000146389
2.68528,3.67E-05,0.000199318,7.06E-05,0.00023365
2.68673,0.000129817,0.000220776,0.00018096,0.000286579
2.68817,8.20E-05,1.12E-05,0.000228405,9.78E-05
2.68962,7.77E-05,7.80E-05,0.000112534,0.000158787
2.69107,0.000103515,9.68E-05,4.79E-05,0.000290155
2.69251,0.000256761,0.000225544,0.000166178,0.00010705
2.69397,0.000255987,0.000205994,0.000279903,0.000282526
2.69542,5.07E-05,0.000108719,0.000162602,0.000338316
2.69687,1.07E-05,0.000121355,4.51E-05,0.000117302
2.69833,5.11E-05,0.000172138,0.000161171,0.000205278
2.69978,0.000115335,0.000165224,0.000198126,0.000181675
2.70124,0.000180811,5.51E-05,3.81E-06,4.98E-05
2.7027,0.000109256,0.000127792,0.000103951,0.000253916
2.70416,8.09E-05,0.000385523,0.000173569,0.000156879
2.70563,0.000134893,0.000124216,0.000107765,8.89E-05
2.70709,0.000110497,9.18E-05,0.00014329,0.000103712
2.70856,0.000111655,0.000173092,0.000119209,0.000156641
2.71003,0.000141908,0.000302076,0.000195742,0.000230312
2.7115,0.000231016,8.30E-05,0.000303745,0.000241995
2.71297,7.25E-05,0.000111103,0.000136375,0.000111103
2.71444,3.26E-05,0.000136375,0.000257015,8.42E-05
2.71592,0.00010568,8.30E-05,7.27E-05,0.000120878
2.71739,0.000104051,9.30E-05,0.000147581,0.000111342
2.71887,9.95E-05,0.000146389,7.89E-05,5.48E-05
2.72035,0.000216651,0.000422239,0.000314712,0.000272989
2.72183,7.52E-05,0.000178814,0.000315905,5.48E-05
2.72331,0.000187797,0.000235796,0.000156164,0.000223637
2.7248,0.000193894,6.03E-05,0.000296593,0.000254393
2.72628,9.52E-05,0.000158548,0.000128269,0.000362158
2.72777,0.000122896,0.00010252,0.00012517,0.00011611
2.72926,5.46E-05,8.30E-05,0.000232696,7.61E-05
2.73075,3.48E-05,0.000128746,0.000106335,0.000113249
2.73224,3.38E-05,7.70E-05,7.39E-05,0.00010705
2.73373,4.92E-05,0.000136614,0.000178814,0.000154972
2.73523,7.64E-05,3.22E-05,0.000154257,0.000168323
2.73673,6.86E-05,0.000276327,1.34E-05,0.000184536
2.73823,8.86E-05,0.000386953,0.000210285,0.000324011
2.73973,8.98E-05,-4.01E-05,0.000227928,0.000177383
2.74123,5.06E-05,0.000219822,9.13E-05,0.000193596
2.74273,7.77E-05,0.00033164,7.61E-05,0.000150204
2.74424,6.40E-05,0.000103712,0.000140667,0.000222683
2.74574,7.52E-05,0.000116348,0.000177383,0.000200272
2.74725,4.07E-05,0.000128985,0.000344515,0.00027585
2.74876,6.35E-05,0.000181675,0.000285149,0.000120163
2.75028,4.13E-05,0.000237227,0.000159264,0.000138283
2.75179,8.40E-05,0.000104189,0.000211954,9.68E-05
2.7533,0.000103297,5.03E-05,0.000130415,0.000274897
2.75482,9.47E-05,0.000358105,0.000139475,0.00023365
2.75634,0.00015685,0.000322103,0.00018549,0.00017643
2.75786,9.47E-05,0.000175476,0.000208378,0.000155926
2.75938,7.52E-05,0.000207186,6.29E-05,0.000176191
2.76091,7.48E-05,6.46E-05,6.39E-05,0.000141621
2.76243,8.67E-05,0.000185251,0.000207663,0.000127554
2.76396,0.000142282,4.22E-05,0.000271797,5.39E-05
2.76549,0.000137607,5.36E-05,0.000242472,0.000142574
2.76702,3.42E-05,9.92E-05,0.000261307,7.96E-05
2.76855,8.27E-05,9.97E-05,0.000123978,5.65E-05
2.77008,1.00E-04,7.06E-05,9.99E-05,0.000110626
2.77162,4.91E-05,0.000115156,0.000144005,0.000110626
2.77316,8.06E-05,0.000164509,8.25E-05,8.61E-05
2.77469,5.14E-05,0.000244379,0.000165462,0.000157356
2.77624,9.43E-05,0.000208378,0.000229597,0.000140905
2.77778,7.99E-05,4.74E-05,0.000152111,0.00019002
2.77932,2.48E-05,0.000142574,0.000138283,0.000248194
2.78087,2.84E-05,0.00020957,0.000183821,0.000110388
2.78242,2.16E-05,5.70E-05,0.000187397,6.15E-05
2.78396,8.46E-05,0.000104189,0.000159025,0.000214815
2.78552,7.98E-05,7.80E-05,8.75E-05,0.0001688
2.78707,3.92E-05,0.000153303,0.000195026,0.000167131
2.78862,6.02E-05,0.000174284,0.000100136,0.000270128
2.79018,3.96E-05,0.00013423,6.82E-05,0.000229597
2.79174,4.38E-05,0.000235558,0.000164747,0.000233412
2.7933,2.54E-05,0.000220537,0.000115871,5.58E-05
2.79486,6.00E-05,0.000117779,0.000115395,5.84E-05
2.79642,2.41E-05,8.80E-05,0.000119686,7.13E-05
2.79799,4.18E-05,0.00028348,3.91E-05,0.000174761
2.79955,1.40E-05,4.79E-05,8.75E-05,0.00020051
2.80112,1.84E-05,2.79E-05,0.0002141,7.89E-05
2.80269,3.15E-05,0.000187874,0.000252485,0.000219822
2.80426,3.54E-05,0.000336647,0.000216484,6.08E-05
2.80584,3.28E-05,0.000213623,0.000254154,0.000207186
2.80741,1.12E-05,4.48E-05,0.000156403,0.000229597
2.80899,3.12E-05,0.000141382,0.000121355,0.000145435
2.81057,3.63E-05,0.000227213,0.000170469,0.000128746
2.81215,2.79E-05,4.94E-05,5.03E-05,0.00019598
2.81373,1.96E-05,8.01E-05,0.000117779,0.000104904
2.81532,2.49E-05,0.000176907,0.000108719,0.000199318
2.8169,1.31E-05,0.000136852,0.000154018,0.000218153
2.81849,8.89E-06,0.000164509,0.000202656,9.66E-05
2.82008,2.58E-05,0.000197649,3.53E-05,0.000140667
2.82167,1.76E-05,8.01E-05,0.000198603,0.000241995
2.82326,4.63E-06,5.79E-05,0.000161886,0.000193119
2.82486,7.87E-06,4.65E-05,7.06E-05,2.41E-05
2.82646,1.38E-05,8.11E-05,0.000129223,8.34E-05
2.82805,1.38E-05,0.000109196,0.000133753,7.94E-05
2.82965,9.94E-06,0.000164509,0.000119924,8.42E-05
2.83126,2.17E-05,0.000231743,0.000190496,0.000143051
2.83286,1.60E-05,9.47E-05,0.00015378,9.87E-05
2.83447,8.45E-06,0.000146389,0.000240088,8.96E-05
2.83607,1.12E-05,0.000138283,0.000152826,0.000261784
2.83768,1.42E-05,0.000127554,0.000287533,0.000299931
2.8393,1.44E-05,0.000252485,0.000202894,0.00026989
2.84091,9.68E-06,1.22E-05,0.000139475,0.000217676
2.84252,5.14E-06,0.000122547,0.000272751,1.60E-05
2.84414,1.72E-05,0.000122786,0.000134945,0.000118971
2.84576,3.49E-06,0.000140429,0.000226975,7.70E-05
2.84738,8.04E-06,0.000170231,0.000204086,0.000207901
2.849,5.88E-06,0.000107765,0.000169516,0.000129223
2.85063,8.13E-06,0.000180006,8.63E-05,0.00014019
2.85225,7.02E-06,8.34E-05,0.000217438,5.75E-05
2.85388,1.25E-05,0.000101328,0.000142336,0.000102282
2.85551,9.40E-06,0.000178337,0.000270605,2.03E-05
2.85714,6.07E-06,0.00011158,0.000236511,6.89E-05
2.85878,6.52E-06,0.000128746,7.39E-05,0.000233412
2.86041,1.08E-05,0.000125647,0.000140905,0.000114679
2.86205,4.80E-06,0.000123501,1.50E-05,5.29E-05
2.86369,4.47E-06,0.000134945,7.72E-05,7.27E-05
2.86533,4.80E-06,1.74E-05,0.000136614,0.0001297
2.86697,3.63E-06,0.000132084,4.86E-05,0.000166893
2.86862,1.78E-06,0.000207186,0.000144958,0.000105619
2.87026,2.28E-06,2.91E-05,0.000131845,0.000113487
2.87191,5.34E-06,0.000205994,7.65E-05,0.000154018
2.87356,6.29E-06,0.000154972,0.000177383,0.000166655
2.87522,5.57E-06,3.05E-05,0.000251293,5.77E-05
2.87687,4.31E-06,0.000194311,0.000264406,0.000363112
2.87853,5.22E-06,8.18E-05,0.000209808,0.000111342
2.88018,5.11E-06,7.22E-05,0.000222444,0.00011301
2.88184,2.12E-06,0.000132322,0.000140667,0.00017643
2.88351,4.77E-06,4.82E-05,0.000253439,9.51E-05
2.88517,4.36E-06,2.77E-05,0.000216246,0.000186205
2.88684,3.14E-06,0.000114441,3.55E-05,0.000159264
2.8885,4.52E-06,2.74E-05,0.000103474,0.000115633
2.89017,1.20E-06,7.10E-05,8.32E-05,0.00016284
2.89184,7.08E-06,0.000133038,9.32E-05,0.000214338
2.89352,3.17E-06,3.39E-05,0.000119686,0.000106811
2.89519,4.61E-06,6.27E-05,0.000159502,0.000158071
2.89687,5.45E-06,7.77E-05,0.000122547,0.000196695
2.89855,3.35E-06,0.000173569,9.35E-05,5.01E-05
2.90023,3.16E-06,7.22E-05,9.04E-05,6.91E-05
2.90192,2.91E-06,0.000105619,0.000170469,4.53E-05
2.9036,5.54E-06,0.000124693,0.000125408,5.94E-05
2.90529,5.34E-06,0.000213385,0.00030899,0.000133753
2.90698,5.23E-06,0.000185251,0.000303268,0.000115395
2.90867,2.67E-06,1.65E-05,0.00017643,0.000106096
2.91036,8.28E-07,7.06E-05,0.000290632,8.11E-05
2.91206,1.39E-06,9.30E-05,0.000133991,7.22E-05
2.91375,3.30E-06,9.42E-05,0.000246763,0.000142097
2.91545,2.20E-06,9.63E-05,0.000261307,6.20E-05
2.91715,1.36E-06,0.000184298,0.000194788,0.000145435
2.91886,1.69E-06,0.000115395,0.000174284,8.27E-05
2.92056,7.71E-07,0.000235796,6.20E-05,7.92E-05
2.92227,2.54E-06,0.000214815,2.81E-05,0.000161171
2.92398,3.30E-06,0.000156879,0.000281811,4.27E-05
2.92569,1.97E-06,0.000147819,7.99E-05,0.000216723
2.9274,8.87E-07,3.70E-05,0.000112057,0.00015235
2.92912,2.12E-06,8.15E-05,0.000207186,0.000208616
2.93083,3.36E-07,9.47E-05,0.000339985,8.06E-05
2.93255,2.00E-06,0.00010848,0.000128508,4.51E-05
2.93427,1.69E-06,0.000121832,0.000125647,9.97E-05
2.936,2.59E-06,0.000169992,0.000167131,0.000207901
2.93772,1.53E-06,7.84E-05,5.56E-05,0.000109434
2.93945,2.25E-06,0.000106335,0.000113964,1.76E-05
2.94118,2.03E-06,9.54E-06,0.000226975,7.22E-05
2.94291,1.85E-06,0.00011158,0.000299692,0.000121355
2.94464,1.86E-06,8.30E-05,1.10E-05,0.000126839
2.94638,1.16E-06,0.000133991,0.00024724,0.00011158
2.94811,8.09E-07,0.000164986,0.000143528,0.000184536
2.94985,1.71E-06,0.000179052,0.000154018,7.84E-05
2.95159,1.37E-06,0.00013423,0.000240088,9.68E-05
2.95334,1.53E-06,4.05E-05,7.63E-05,0.00013113
2.95508,2.73E-06,0.000110388,9.25E-05,0.000111103
2.95683,1.79E-06,0.000162363,0.000135183,8.65E-05
2.95858,1.45E-06,7.32E-05,0.00022316,0.00011158
2.96033,1.58E-06,3.29E-05,0.000267506,0.00015974
2.96209,2.33E-06,2.03E-05,0.00032115,0.000183582
2.96384,1.04E-06,2.41E-05,0.00024581,0.000123739
2.9656,1.01E-06,3.58E-05,0.000158548,7.44E-05
2.96736,1.61E-06,0.000127554,0.000226975,8.82E-05
2.96912,1.62E-06,0.000144958,0.000350714,6.96E-05
2.97089,9.35E-07,7.82E-05,0.000133514,0.000212669
2.97265,1.63E-06,8.08E-05,0.000220776,8.75E-05
2.97442,1.18E-06,0.000110865,0.000272751,8.54E-05
2.97619,1.11E-06,6.87E-05,0.000148535,8.63E-05
2.97796,1.47E-06,5.63E-05,0.000270128,0.000130177
2.97974,1.13E-06,0.000147343,0.000206232,0.000145197
2.98151,1.56E-06,9.70E-05,0.000171423,3.86E-05
2.98329,5.92E-07,0.000109672,0.000373602,5.44E-05
2.98507,4.63E-07,0.000250578,0.000257254,7.18E-05
2.98686,3.78E-07,0.000110865,0.000360727,4.20E-05
2.98864,1.80E-06,0.000137806,0.000429392,8.85E-05
2.99043,2.23E-06,9.78E-05,0.000331402,0.000112295
2.99222,1.37E-06,0.000149727,0.000296354,1.36E-05
2.99401,9.61E-07,0.000174522,0.000294208,2.81E-05
2.99581,1.35E-06,0.000228167,0.000381947,1.29E-05
2.9976,9.73E-07,0.000139475,0.000486374,0.000160933
2.9994,1.47E-06,0.000104427,0.000471115,0.00024271
3.0012,1.05E-06,9.39E-05,0.000427485,8.46E-05
3.003,7.49E-07,9.04E-05,0.000670195,9.32E-05
3.00481,9.05E-07,8.96E-05,0.000613928,9.49E-05
3.00661,1.08E-06,0.000204086,0.000505209,0.000220299
3.00842,1.44E-06,0.000138044,0.000599146,0.000114918
3.01023,8.91E-07,0.000112295,0.000668287,-8.58E-06
3.01205,1.63E-06,4.82E-05,0.000799179,0.000105143
3.01386,1.60E-06,0.000145674,0.000838518,0.000190496
3.01568,1.78E-06,0.000170469,0.000962257,0.000121593
3.0175,1.66E-06,7.94E-05,0.00120592,0.000240803
3.01932,1.44E-06,0.000104666,0.00134921,9.23E-05
3.02115,2.03E-06,0.000142574,0.00127125,7.10E-05
3.02297,2.27E-06,8.58E-05,0.00150251,7.94E-05
3.0248,2.14E-06,0.000147819,0.00161243,0.000124216
3.02663,2.60E-06,0.000167847,0.00188732,5.87E-05
3.02847,2.92E-06,6.79E-05,0.00170279,0.000196695
3.0303,2.59E-06,9.06E-05,0.00204206,0.000142336
3.03214,3.25E-06,0.000118494,0.00192571,9.70E-05
3.03398,3.04E-06,5.41E-05,0.00215411,0.000113487
3.03582,3.78E-06,5.05E-05,0.0022676,0.000128508
3.03767,3.28E-06,0.000141859,0.00244951,0.000200987
3.03951,3.71E-06,8.08E-05,0.00242066,0.000188351
3.04136,3.83E-06,0.000106335,0.0025301,0.000106335
3.04321,3.26E-06,0.000105143,0.00248027,0.000148058
3.04507,3.83E-06,0.000105619,0.0023284,0.000181198
3.04692,3.28E-06,0.000133753,0.00224257,0.000270128
3.04878,2.61E-06,0.000280619,0.00251317,5.32E-05
3.05064,2.14E-06,0.000183821,0.0024693,8.20E-05
3.0525,1.74E-06,0.000101566,0.00250125,6.65E-05
3.05437,1.65E-06,7.80E-05,0.00249219,0.000135899
3.05623,1.35E-06,0.000175953,0.00242495,0.000114202
3.0581,1.07E-06,7.10E-05,0.00247026,0.000135422
3.05998,1.13E-06,5.20E-05,0.00256109,0.000116348
3.06185,9.41E-07,0.00011158,0.00265122,0.000226736
3.06373,8.21E-07,7.49E-05,0.00268054,0.000153303
3.0656,9.23E-07,0.000149488,0.0026195,7.49E-05
3.06748,6.10E-07,0.000167847,0.00252914,0.000199795
3.06937,7.00E-07,0.000160694,0.0025599,0.000111342
3.07125,9.81E-07,0.000150919,0.00271273,0.000116587
3.07314,6.09E-07,0.00012517,0.00289178,0.000145197
3.07503,4.61E-07,9.32E-05,0.0028379,3.15E-05
3.07692,5.22E-07,0.000144958,0.0027976,0.000165462
3.07882,2.42E-07,0.000226021,0.00280762,6.01E-05
3.08071,2.66E-07,7.03E-05,0.00294924,0.000101566
3.08261,6.08E-08,0.000118494,0.00277042,0.00025487
3.08452,1.12E-07,5.17E-05,0.00315022,0.000262499
3.08642,2.18E-07,0.000101328,0.00310421,7.63E-05
3.08833,4.75E-07,0.00010252,0.0032618,6.70E-05
3.09023,3.65E-07,1.96E-05,0.00327802,4.67E-05
3.09215,4.93E-07,9.32E-05,0.00363994,9.87E-05
