Wavelength,H_blocker,K,L,M
1.67673,0.642691,0.00161624,0.023273,0.000336885
1.67729,0.64529,0.00203729,0.0244684,0.00037241
1.67785,0.640276,0.00143933,0.0249639,0.000355482
1.67842,0.64261,0.000883102,0.0247478,0.000852108
1.67898,0.639436,0.00172019,0.023376,0.000632525
1.67954,0.642475,0.00140095,0.0248876,0.00045824
1.68011,0.639853,0.00119782,0.024127,0.00147891
1.68067,0.642513,0.0027566,0.0251331,0.000191212
1.68124,0.636921,0.000781536,0.0247617,0.000542164
1.6818,0.641078,0.00155759,0.0225224,0.000663519
1.68237,0.6389,0.00116587,0.0240672,0.000729322
1.68294,0.640409,0.00203538,0.0235727,0.000337124
1.6835,0.638076,0.00190878,0.0241225,0.000575066
1.68407,0.640477,0.00120354,0.023906,0.000581503
1.68464,0.638264,0.00129628,0.0240223,0.00108075
1.6852,0.638833,0.00212908,0.0241015,0.00142121
1.68577,0.638413,0.00131822,0.0239565,0.00082922
1.68634,0.637021,0.000857592,0.023545,0.000524521
1.68691,0.638293,0.00155878,0.0234816,0.00110197
1.68748,0.638145,0.000473261,0.0238569,0.000581741
1.68805,0.638124,0.000855923,0.0246425,0.00210238
1.68862,0.637218,0.00109649,0.0257311,0.00144029
1.68919,0.638567,0.00133491,0.0249345,0.000482559
1.68976,0.636189,0.00109196,0.0243285,0.000393152
1.69033,0.639106,0.00166297,0.0244224,0.000734329
1.6909,0.635614,0.00183272,0.0258827,0.000857115
1.69147,0.639087,0.00181985,0.0253098,0.00080204
1.69205,0.635217,0.00117159,0.0248969,0.000948906
1.69262,0.639288,0.00142169,0.0252304,0.000902414
1.69319,0.635015,0.00151062,0.0260031,0.000343561
1.69377,0.6398,0.0018971,0.0258269,0.00147009
1.69434,0.635427,0.00215936,0.0255783,0.000865459
1.69492,0.640455,0.000890255,0.0244427,0.00146937
1.69549,0.634634,0.0013051,0.0245171,0.000825882
1.69607,0.63959,0.00160241,0.0251243,0.00100732
1.69664,0.63592,0.00134587,0.0241771,0.00144529
1.69722,0.640778,0.00131297,0.0258057,0.00173426
1.69779,0.636874,0.000741482,0.0246704,0.000285864
1.69837,0.640696,0.000993729,0.0231712,0.000720978
1.69895,0.635888,0.00129723,0.0242598,0.000424385
1.69952,0.64055,0.000792026,0.0232568,0.000516892
1.7001,0.637728,0.00104809,0.0252228,0.00118637
1.70068,0.638394,0.000609875,0.0251026,0.00156879
1.70126,0.638413,0.00163889,0.0240796,0.00159597
1.70184,0.638964,0.0013721,0.0235639,0.000723839
1.70242,0.638748,0.000897884,0.0241175,0.000672579
1.703,0.638881,0.0011425,0.0238874,0.000573635
1.70358,0.64028,0.00187373,0.0239572,0.000599623
1.70416,0.636604,0.00172949,0.024714,0.00113916
1.70474,0.638996,0.000783205,0.0238345,0.000701189
1.70532,0.639395,0.00121951,0.0241444,0.000365257
1.7059,0.641867,0.00132108,0.0235438,0.0017097
1.70648,0.638562,0.00011754,0.0227215,0.000622511
1.70707,0.641848,0.00232243,0.0222847,0.00110483
1.70765,0.636303,0.00183463,0.0236204,0.00165033
1.70823,0.64136,0.00127006,0.0234885,0.000971317
1.70882,0.639624,0.0016737,0.0233719,0.000631094
1.7094,0.642162,0.00169134,0.0246291,0.000624657
1.70999,0.636188,0.00224233,0.0248628,0.000393867
1.71057,0.64345,0.00129294,0.0242765,0.00101495
1.71116,0.639341,0.000900269,0.0244508,0.00167275
1.71174,0.642954,0.000789881,0.0249205,0.00053668
1.71233,0.636606,0.00201678,0.0252156,0.00127077
1.71292,0.643538,0.00183511,0.0259371,0.000621796
1.7135,0.638351,0.000948667,0.0260942,0.00101066
1.71409,0.642318,0.00185704,0.0246432,0.00124311
1.71468,0.637433,0.00131941,0.026238,0.000446558
1.71527,0.642815,0.000403404,0.0275142,0.0015533
1.71585,0.63914,0.00155664,0.0272131,0.000181198
1.71644,0.640737,0.00201583,0.0272872,0.00027585
1.71703,0.639573,0.00119376,0.0276997,0.00088644
1.71762,0.638269,0.00117207,0.0280829,0.00151873
1.71821,0.640081,0.00165629,0.028121,0.000656605
1.7188,0.640826,0.00101805,0.02864,0.000879765
1.71939,0.639892,0.00119591,0.027518,0.0013032
1.71999,0.637416,0.000854254,0.0284724,0.000503779
1.72058,0.639567,0.000645161,0.0287418,0.000778437
1.72117,0.636601,0.000737667,0.0296273,0.00115466
1.72176,0.638688,0.00121617,0.0305193,0.00193024
1.72236,0.632366,0.000903368,0.0301108,0.000796556
1.72295,0.638773,0.000807047,0.0298219,0.00117111
1.72354,0.631498,0.00141215,0.0313368,0.00156665
1.72414,0.638174,0.00177407,0.0302031,0.00124645
1.72473,0.629489,0.00121641,0.0313091,0.0010972
1.72533,0.634958,0.000143051,0.0310755,0.000941753
1.72592,0.627107,0.00106525,0.031368,0.00108314
1.72652,0.63484,0.00194597,0.0311699,0.000654221
1.72712,0.626287,0.00129628,0.0310037,0.00115704
1.72771,0.631549,0.00160694,0.030823,0.000916243
1.72831,0.625105,0.00198865,0.0305479,0.00109339
1.72891,0.629259,0.000360012,0.0335965,0.00103045
1.72951,0.620666,0.00110745,0.032984,0.000861168
1.7301,0.625892,0.000803471,0.031074,0.00156903
1.7307,0.619323,0.00117254,0.0331516,0.00192332
1.7313,0.621405,0.00126743,0.0334074,0.0008111
1.7319,0.615729,0.00135565,0.0328507,0.00156212
1.7325,0.615165,0.00189185,0.0319445,0.00100589
1.7331,0.612012,0.00141811,0.0321474,0.000951528
1.7337,0.610251,0.000997066,0.0337343,0.00154734
1.7343,0.608989,0.00115204,0.0337124,0.00165796
1.73491,0.603387,0.00124192,0.0328543,0.00134707
1.73551,0.602618,0.000731945,0.0332084,0.00103807
1.73611,0.599712,0.00164604,0.0343924,0.00107121
1.73671,0.595316,0.0027585,0.0338838,0.00127006
1.73732,0.588862,0.00128984,0.0340433,0.000799179
1.73792,0.590255,0.00244069,0.0354822,0.00277424
1.73853,0.580088,0.00101948,0.0333419,0.001513
1.73913,0.581399,0.000895262,0.0350604,0.00153923
1.73974,0.572529,0.00125694,0.0339944,0.0019896
1.74034,0.574626,0.000600338,0.0345056,0.000837565
1.74095,0.5615,0.00119758,0.0344636,0.000229835
1.74155,0.563922,0.00161481,0.0342369,0.00112057
1.74216,0.550958,0.000970364,0.0335798,0.000994444
1.74277,0.551455,0.000813723,0.0345488,0.00149131
1.74338,0.536415,0.000472546,0.0344768,0.000670195
1.74398,0.537975,0.000925541,0.0346072,0.000665188
1.74459,0.521953,0.000849009,0.0348489,0.00143218
1.7452,0.521264,0.00148273,0.0349979,0.00106978
1.74581,0.507948,0.00139999,0.0352852,0.000475884
1.74642,0.506307,0.000795364,0.0348923,0.0018549
1.74703,0.493081,0.00143147,0.0335691,0.00106096
1.74764,0.487051,0.00171518,0.0340145,0.000171661
1.74825,0.474884,0.000464439,0.0345602,0.000745058
1.74886,0.467452,0.000646353,0.033143,0.000761032
1.74948,0.457025,0.000860214,0.0360558,0.000929356
1.75009,0.449037,0.00179386,0.0348461,0.00135326
1.7507,0.436311,0.00170135,0.034204,0.000484705
1.75131,0.425601,0.00181556,0.0348992,0.00162339
1.75193,0.416131,0.00240636,0.034415,0.00157642
1.75254,0.403344,0.00156856,0.0357492,0.00168347
1.75316,0.3948,0.000887632,0.0361874,0.00205994
1.75377,0.381938,0.000316143,0.0377362,0.00231337
1.75439,0.370883,0.000915766,0.0376663,0.000824213
1.755,0.356728,0.00121331,0.0393672,0.000325441
1.75562,0.349418,0.000983,0.0401254,0.00208116
1.75623,0.334511,0.000955582,0.0392079,0.00150204
1.75685,0.326313,0.000850677,0.0400608,0.00111294
1.75747,0.309755,0.000764847,0.0390782,0.00149918
1.75809,0.303548,0.00156808,0.0387514,0.00126553
1.75871,0.28666,0.000562429,0.0406365,0.000291109
1.75932,0.283247,0.00199461,0.0400965,0.00180149
1.75994,0.264346,0.00173235,0.0403199,1.36E-05
1.76056,0.258376,0.00299215,0.0424159,0.00142455
1.76118,0.244475,0.00173211,0.0402753,0.0021627
1.7618,0.238267,0.00139761,0.0410671,0.00178099
1.76243,0.223784,0.00115252,0.0409558,0.00243926
1.76305,0.217261,0.00158119,0.0430925,0.00132179
1.76367,0.205337,0.00231242,0.0423002,0.00140548
1.76429,0.198133,0.000323772,0.0423155,0.00109792
1.76491,0.186812,0.00129962,0.0424097,0.00139785
1.76554,0.178472,0.00134063,0.0415506,0.00107932
1.76616,0.170352,0.000960112,0.04301,0.00162148
1.76678,0.162448,0.00108457,0.0438921,0.00168753
1.76741,0.154182,0.00069499,0.0440493,0.00242543
1.76803,0.147209,0.000911951,0.0441143,0.00138903
1.76866,0.138899,0.0021286,0.0430827,2.88E-05
1.76929,0.132503,0.00256634,0.0433331,0.00112367
1.76991,0.127471,0.00280237,0.0431573,0.00131559
1.77054,0.117899,0.000930071,0.0448675,0.0016067
1.77117,0.112156,0.00251698,0.0448196,0.00107074
1.77179,0.107375,0.0012455,0.0439074,0.00200129
1.77242,0.101859,0.000309229,0.044472,0.00148606
1.77305,0.0954073,0.00205946,0.0449061,0.000825405
1.77368,0.0911337,0.00133634,0.0448034,0.000379801
1.77431,0.0847336,0.00137758,0.0443389,0.000911951
1.77494,0.0815563,0.00153375,0.0469367,0.00181031
1.77557,0.0761783,0.000626802,0.0432241,0.00189662
1.7762,0.0734005,0.000941753,0.0464799,0.00180435
1.77683,0.0692722,0.000751018,0.0454099,0.00085783
1.77746,0.0655292,0.00118327,0.0481067,0.00160742
1.77809,0.0617664,0.000430822,0.0485182,0.00189424
1.77873,0.0583639,0.00122929,0.045743,0.00103259
1.77936,0.054618,0.00146484,0.0478759,0.00131082
1.77999,0.0512647,0.00134969,0.0468321,0.000720739
1.78063,0.0482179,0.000551224,0.0469141,0.00228643
1.78126,0.0485727,0.000370264,0.0496986,0.00138617
1.7819,0.0434725,0.000910759,0.0473833,0.000301361
1.78253,0.0421792,0.00156832,0.0480895,0.000886202
1.78317,0.0407019,0.0027566,0.0491011,0.00164437
1.7838,0.0369197,0.00224209,0.0472381,0.00298142
1.78444,0.0362709,0.00129414,0.0487559,0.00156808
1.78508,0.0345057,0.00136638,0.0473068,0.000675201
1.78571,0.0325117,0.00229931,0.0469487,0.00174689
1.78635,0.0299063,0.00222564,0.0497811,0.00220704
1.78699,0.0280549,0.00179005,0.0491312,0.00132346
1.78763,0.0272585,0.00252891,0.0485845,0.000998735
1.78827,0.0252707,0.00113559,0.0500422,0.00166273
1.78891,0.0250372,0.000516653,0.0491669,0.00067544
1.78955,0.0251708,0.000504017,0.0482776,0.00120878
1.79019,0.0212165,0.000990391,0.0474398,0.000917196
1.79083,0.0216591,0.00258827,0.0491433,0.00168729
1.79147,0.0201995,0.000633478,0.0496533,0.00151825
1.79211,0.0182383,0.00114036,0.0508201,0.00146103
1.79276,0.0182086,0.00277519,0.050457,0.00217223
1.7934,0.0165424,0.00124955,0.0487952,0.000609636
1.79404,0.0146854,0.000913382,0.0496166,0.00139141
1.79469,0.0166667,0.00202942,0.052166,0.00197721
1.79533,0.0143589,0.00135016,0.0507836,0.00173783
1.79598,0.0144917,0.00243878,0.0509169,0.00117183
1.79662,0.0140544,0.00126767,0.0487122,0.0029037
1.79727,0.0121816,0.00196314,0.0502498,0.00216222
1.79791,0.012491,0.00086093,0.0506554,0.00141907
1.79856,0.0118527,0.000863075,0.0499694,0.000197649
1.79921,0.00920932,0.00118875,0.0491927,0.000911236
1.79986,0.00964987,0.00104284,0.0509074,0.00241542
1.8005,0.0105767,0.000990152,0.050329,0.00208902
1.80115,0.0094631,0.00107384,0.0521977,0.00125003
1.8018,0.00823115,0.00262451,0.0512726,0.00244546
1.80245,0.00892481,0.00151253,0.0513761,0.00200772
1.8031,0.00856685,0.00119042,0.0521336,0.000699282
1.80375,0.00706121,0.00354409,0.0523515,0.00291419
1.8044,0.0077581,0.00159979,0.0510926,0.00141692
1.80505,0.00689612,0.00247216,0.0531766,0.00133324
1.80571,0.00817791,0.00154591,0.0542364,0.00321317
1.80636,0.0073646,0.000464439,0.0528727,0.000818253
1.80701,0.00567893,0.00162983,0.053329,0.0012989
1.80766,0.00669373,0.000879288,0.0523543,0.00191712
1.80832,0.00588302,0.00126004,0.0510495,0.00224924
1.80897,0.00625053,0.00125957,0.0543647,0.00123262
1.80963,0.00558992,0.0020473,0.0533323,0.00206447
1.81028,0.0037837,0.000920773,0.0539913,0.0013144
1.81094,0.00577025,0.00202036,0.0551379,0.00116396
1.81159,0.00405203,0.00232291,0.0538506,0.000955343
1.81225,0.0045462,0.00175643,0.0525467,0.00115418
1.81291,0.00512113,0.00159311,0.0542729,0.00216031
1.81357,0.00537063,0.000617981,0.0552535,0.00223208
1.81422,0.00336631,0.0012989,0.0539799,0.00136113
1.81488,0.00329126,0.00064683,0.0520523,0.00174689
1.81554,0.00363487,0.00151944,0.054708,0.00180674
1.8162,0.0034307,0.00228167,0.0559888,0.00156212
1.81686,0.00365741,0.00145292,0.0533419,0.00091362
1.81752,0.00443478,0.00195479,0.0530074,0.00119281
1.81818,0.0038621,0.00112987,0.0529876,0.00201607
1.81884,0.00283018,0.00220537,0.0548737,0.00103736
1.81951,0.00298482,0.000916481,0.0537245,0.0018847
1.82017,0.00211947,0.00208139,0.055732,0.00189018
1.82083,0.00288902,0.00290656,0.0541492,0.0020225
1.82149,0.00280512,0.00225568,0.0555403,0.00183511
1.82216,0.000872433,0.00100231,0.0542278,0.00292397
1.82282,0.00255403,0.000588656,0.0529239,0.00187206
1.82349,0.00330369,0.0010283,0.0539076,0.000283957
1.82415,0.00343635,0.00177503,0.0554779,0.00114608
1.82482,0.00178037,0.00144601,0.0544743,0.00143004
1.82548,0.00231007,0.00240564,0.0579112,0.00213742
1.82615,0.00152085,0.000582695,0.0591371,0.00066328
1.82682,0.00256761,0.000584841,0.0558291,8.70E-05
1.82749,0.00270324,0.00107264,0.0550449,0.00103879
1.82815,0.00117159,0.00271511,0.0533445,0.00121975
1.82882,0.00163731,0.0014391,0.0538423,0.00344109
1.82949,0.0014278,0.00252962,0.0548008,0.00182676
1.83016,0.00252548,0.000664473,0.0575314,0.000555515
1.83083,0.00216724,0.00070262,0.0583198,0.000263214
1.8315,0.00282406,0.00144386,0.0570908,0.000732899
1.83217,0.00138849,0.00204062,0.0559521,0.00163245
1.83284,0.00191308,0.00136566,0.0561471,0.000725031
1.83352,0.0012949,0.000698566,0.0526145,0.000797749
1.83419,0.00272353,0.00119758,0.0522394,0.00174952
1.83486,0.0021322,0.000622511,0.0537255,0.00201654
1.83554,0.00114987,0.000501871,0.0538995,0.00145435
1.83621,0.00142918,0.00102854,0.0567775,0.00212216
1.83688,0.0025078,0.00149632,0.0555039,0.00191236
1.83756,0.00149377,0.000828743,0.0568838,0.00152826
1.83824,0.00124157,0.000965595,0.054847,0.00189614
1.83891,0.000877037,0.00196028,0.054163,0.00199699
1.83959,0.000866774,0.00241208,0.0541804,0.000850916
1.84026,0.000628496,0.00176334,0.0532298,0.0021677
1.84094,0.00122686,0.00121236,0.0549464,0.00252509
1.84162,0.00168317,0.00067997,0.0562115,0.00128746
1.8423,0.000857504,0.00197268,0.0543766,0.000525236
1.84298,0.00010974,0.00187326,0.0505004,0.00133824
1.84366,0.000833455,0.00210929,0.0540829,0.00167441
1.84434,0.00105386,0.00146246,0.0488226,0.000668764
1.84502,0.000162296,0.000212908,0.0509102,4.70E-05
1.8457,0.00198569,0.00123215,0.04919,0.00179195
1.84638,0.00125703,0.00134015,0.053334,0.000828028
1.84706,0.000231022,0.0024941,0.0577469,0.000895739
1.84775,0.00198329,0.00247717,0.0576854,0.00178099
1.84843,0.000633959,0.00330901,0.0564127,0.00134826
1.84911,0.000839076,0.00167131,0.0513289,0.00106478
1.8498,0.000317645,0.000267744,0.0498498,0.00107884
1.85048,0.000816698,0.00176787,0.0510957,0.000410795
1.85117,0.00135115,0.00181389,0.0502355,0.00182605
1.85185,0.00115506,0.0013535,0.047982,2.24E-05
1.85254,0.00159212,0.00341249,0.0494444,0.000564814
1.85322,0.000670113,0.00253105,0.052711,0.0018158
1.85391,0.00180658,0.00208998,0.0522027,0.00251269
1.8546,0.00166964,0.00284171,0.0465841,0.00109315
1.85529,0.000868371,0.00271654,0.0458708,0.00115442
1.85598,0.000852602,0.00122452,0.0464544,0.00203753
1.85667,0.000799842,0.000157833,0.0486174,0.00104976
1.85736,0.00064766,0.00152183,0.0483634,0.00185871
1.85805,0.000824922,0.00246739,0.0468304,0.00172567
1.85874,0.00130315,0.00106406,0.0476077,0.000344753
1.85943,0.00117422,0.000979185,0.0507128,0.000876427
1.86012,0.000721705,0.00132108,0.0506728,0.00204539
1.86081,0.000862971,0.00291157,0.0487893,0.0022583
1.8615,0.000624361,0.002599,0.0454123,0.00196266
1.8622,0.00221012,0.00107551,0.0455754,0.000700474
1.86289,0.00155803,0.00173521,0.043185,0.000225306
1.86359,0.000782379,0.00231409,0.0460026,0.00195384
1.86428,0.00102354,0.00195694,0.0439403,0.00218034
1.86498,0.000398853,0.00203753,0.0474727,0.00134277
1.86567,0.000129503,0.00286794,0.0448158,0.00116491
1.86637,0.00116937,0.00142288,0.0438404,0.00154519
1.86706,0.000748628,0.00188375,0.0450623,0.00157666
1.86776,0.000860552,0.00263763,0.0500801,0.000893831
1.86846,0.0025358,0.00106931,0.0463331,0.000514031
1.86916,0.00145597,0.00196695,0.0462975,0.00135875
1.86986,0.00128422,0.00163293,0.0461361,0.00170851
1.87056,0.00173474,0.00285554,0.0477512,0.00138569
1.87126,0.000592043,0.00228095,0.0492904,0.00152397
1.87196,0.000506455,0.0034945,0.0443778,0.00170374
1.87266,0.000184325,0.00253129,0.0454073,0.00253916
1.87336,0.00117695,0.0027833,0.0467393,0.00221062
1.87406,0.00159538,0.00332618,0.0434103,0.00278378
1.87477,0.000580114,0.00299263,0.0435984,0.00210977
1.87547,0.000622182,0.00317025,0.0436649,0.00224805
1.87617,0.000661443,0.00265241,0.0413787,0.0021925
1.87688,0.00084552,0.0012238,0.0431364,0.00230479
1.87758,0.00104701,0.00428724,0.0417674,0.00234914
1.87829,0.000717077,0.00248027,0.0395441,0.00172567
1.87899,0.000581281,0.00188994,0.0380924,0.000873804
1.8797,0.000900346,0.00435996,0.0370455,0.00111556
1.88041,0.000803107,0.00420523,0.0376701,0.000224113
1.88111,0.00104272,0.0037055,0.037324,0.00216794
1.88182,0.00146312,0.00335813,0.0383849,0.000405788
1.88253,0.000573033,0.00410795,0.036372,0.000784159
1.88324,0.000698091,0.00432682,0.03582,0.000859499
1.88395,0.000875745,0.00336289,0.0358472,0.000344038
1.88466,0.00123244,0.000869751,0.0354223,0.00122738
1.88537,0.000769942,0.00392747,0.0355804,0.00156522
1.88608,0.000920743,0.00305104,0.0348163,0.00173998
1.88679,0.00125649,0.00441504,0.0343077,0.000450134
1.8875,0.000855873,0.00343728,0.0300534,0.000449181
1.88822,0.000838999,0.00286484,0.0308118,0.000770092
1.88893,0.000953033,0.00329232,0.0314601,0.000999928
1.88964,0.000805426,0.00367951,0.0311558,0.000233173
1.89036,0.000535572,0.00371647,0.0292947,0.000499249
1.89107,0.000974662,0.00317574,0.0284536,0.00200009
1.89179,0.000514544,0.0045507,0.0276675,0.00167203
1.89251,0.000208603,0.00381875,0.0263627,0.000994921
1.89322,0.000590256,0.00330305,0.026633,0.000957966
1.89394,0.000678651,0.0036788,0.0255773,0.00138164
1.89466,0.00110046,0.00546551,0.0243218,0.00109768
1.89538,0.00143647,0.00443912,0.0241637,0.000736475
1.89609,0.00069226,0.00404882,0.0216603,0.000610828
1.89681,0.000630452,0.00509047,0.0201464,8.61E-05
1.89753,0.000390973,0.00560331,0.0221181,0.00147581
1.89825,0.000276224,0.00639343,0.0191667,0.00166297
1.89897,0.000983592,0.00426912,0.0202386,0.000914097
1.8997,0.000742773,0.00501537,0.0197187,0.00149989
1.90042,0.000798924,0.00396514,0.0190694,0.00153899
1.90114,0.000807828,0.0049398,0.0174854,0.00089097
1.90186,0.00104388,0.00558996,0.0168481,0.000844955
1.90259,0.00046381,0.0036521,0.0173967,0.000554323
1.90331,0.00124033,0.00522232,0.0154922,0.00145197
1.90404,0.000242015,0.00518393,0.0126662,0.00125742
1.90476,0.000359164,0.00514579,0.01335,0.000697136
1.90549,0.000660689,0.00557804,0.0124421,0.00180125
1.90621,0.000825456,0.00487542,0.0117495,0.00137782
1.90694,0.000424244,0.00577402,0.0110698,0.000468969
1.90767,0.000556392,0.00532246,0.0114374,0.00163961
1.9084,0.000429404,0.00600052,0.00795841,0.000394583
1.90913,0.000996565,0.00628996,0.0100105,0.000398636
1.90985,0.000517124,0.00645876,0.00843597,0.00109673
1.91058,0.000494679,0.00664449,0.00801349,0.00121713
1.91131,0.000459079,0.00741291,0.00725412,0.000996113
1.91205,0.000343472,0.00644612,0.00636077,0.00146961
1.91278,0.00099564,0.00626063,0.00665999,0.00134063
1.91351,0.000975491,0.00689959,0.0063324,0.000100851
1.91424,0.000686517,0.00796747,0.00615621,0.00120378
1.91498,0.000883294,0.00824714,0.0056963,0.00118518
1.91571,0.000524759,0.00721598,0.00446463,0.000430107
1.91644,0.000457549,0.00747776,0.00416994,0.000306368
1.91718,0.000537628,0.0070157,0.00373054,0.000825405
1.91791,0.00032741,0.00785303,0.00390339,0.00130844
1.91865,0.000696344,0.00806785,0.00451732,0.000552416
1.91939,0.000654528,0.0081296,0.00447679,0.000870705
1.92012,0.000429114,0.00785518,0.00382185,0.000457048
1.92086,0.000577445,0.00807643,0.00351882,0.000744343
1.9216,0.000159282,0.00863123,0.00321174,0.0005126
1.92234,0.000859347,0.00878811,0.00202394,0.00128555
1.92308,0.000383923,0.00926948,0.00171733,0.000530958
1.92382,0.000472438,0.00944805,0.00295973,0.00167608
1.92456,0.00051243,0.00938439,0.00210857,0.00086832
1.9253,0.000458607,0.0100675,0.0020752,0.000832558
1.92604,0.000304927,0.0112138,0.00185204,0.000305176
1.92678,0.000249982,0.0109434,0.0019803,0.00069356
1.92753,0.000771523,0.0112419,0.00224853,0.000221014
1.92827,0.00103901,0.0118396,0.00277519,0.000703335
1.92901,0.000571198,0.0107224,0.0019536,0.000711203
1.92976,0.000576584,0.0114412,0.00203466,0.000424862
1.9305,0.00159145,0.0114872,0.0019834,0.000431538
1.93125,0.000943295,0.0128954,0.00127554,0.00149274
1.93199,0.000211202,0.0128038,0.000658512,0.00121713
1.93274,0.000543659,0.0126944,0.00150561,0.000429392
1.93349,0.000675183,0.0126154,0.000982761,0.000606298
1.93424,0.000605082,0.0134316,0.000893831,0.000846624
1.93498,0.000751369,0.0135398,0.00138211,0.000687122
1.93573,0.000452901,0.0130799,0.00128984,0.000894785
1.93648,0.000759462,0.0139711,0.000726461,0.000536203
1.93723,0.000620069,0.0149972,0.000533104,0.0002532
1.93798,0.00031976,0.0161445,0.00140309,0.000549793
1.93874,0.000703365,0.0167415,0.00135803,0.000905275
1.93949,0.000685438,0.015753,0.00132894,0.000961781
1.94024,0.000258099,0.0174475,0.000876427,0.000716209
1.94099,0.000149127,0.018059,0.000418186,0.00105476
1.94175,0.000761173,0.0182538,0.0012908,0.00125432
1.9425,0.000326064,0.0187411,0.00122404,0.000485182
1.94326,0.000156197,0.0193882,0.000969648,0.000364065
1.94401,0.000207575,0.0198972,0.000883818,0.000786781
1.94477,0.000579353,0.0204503,0.00140405,0.000977993
1.94553,0.000950501,0.0204422,0.000658512,0.000169754
1.94628,0.000513448,0.0223129,0.00102305,0.000800848
1.94704,0.000130109,0.0217176,0.000405312,0.00126815
1.9478,0.000479698,0.0228705,0.000289679,0.00107527
1.94856,0.000313719,0.023658,0.000985384,0.000511646
1.94932,0.000300198,0.0248308,0.000924587,0.000907421
1.95008,0.000530778,0.0258458,0.000411749,0.000830412
1.95084,0.000444738,0.0263977,0.000818729,0.000903368
1.9516,0.000337096,0.0270457,0.000638485,0.000584602
1.95236,0.000329241,0.0274429,0.000944853,0.000174046
1.95312,0.000269085,0.0293069,0.000745058,0.000123501
1.95389,0.000230891,0.0306637,0.000547648,0.000375032
1.95465,0.000531215,0.0304971,0.000820398,0.000583172
1.95542,0.000632611,0.0314252,0.000654697,0.000350237
1.95618,0.000462513,0.0329731,0.000172377,0.000894546
1.95695,0.000444218,0.0341795,0.000522852,0.000638962
1.95771,0.000371684,0.0347674,0.000250339,0.000686646
1.95848,0.000505924,0.0361283,0.000723124,0.000337601
1.95925,0.000961077,0.0371845,0.000383854,0.000631332
1.96002,0.000349409,0.0381417,0.000654697,0.000613689
1.96078,0.000156231,0.0402005,0.000614405,0.000504732
1.96155,0.000714772,0.0408726,0.000273943,0.000202417
1.96232,0.000457124,0.0430345,0.000543356,0.000279427
1.96309,0.000691868,0.0442972,0.000119924,0.000720263
1.96386,0.000348337,0.0451651,0.000463009,0.00064373
1.96464,0.000491325,0.0478132,0.000625134,6.68E-05
1.96541,0.000221418,0.049453,0.00047183,0.000650406
1.96618,0.000473687,0.0509944,0.000521183,0.000113726
1.96696,0.000172295,0.0520775,0.000496149,0.000567913
1.96773,0.000216047,0.0543954,0.00052166,0.00034976
1.9685,0.00030891,0.0563476,0.000295162,0.00118399
1.96928,4.68E-05,0.0587692,0.000855684,0.000436544
1.97006,0.000243019,0.0601344,0.000540256,0.000654221
1.97083,0.000583134,0.0634399,0.000892639,0.000967979
1.97161,0.000109499,0.0653665,0.000190496,0.000603676
1.97239,0.000471943,0.0679245,0.000760078,0.000708342
1.97316,0.000272806,0.0701544,0.000413895,0.00037384
1.97394,0.000301199,0.0731964,0.000150204,0.00023222
1.97472,0.000439833,0.076278,0.000405788,0.0005579
1.9755,0.000101957,0.0790112,0.000799179,0.000513077
1.97628,0.000372965,0.0821059,0.000565529,0.000504255
1.97707,0.000434065,0.085731,0.000202179,0.000595808
1.97785,0.000216357,0.0891073,0.000658274,9.35E-05
1.97863,0.000478963,0.092459,0.000482559,0.00031805
1.97941,0.000221748,0.0960858,0.000174284,0.000882864
1.9802,3.81E-06,0.0996191,0.000523806,0.000483275
1.98098,0.000326353,0.102852,0.00051713,0.000161648
1.98177,0.000341788,0.108018,0.000228167,0.000332832
1.98255,0.000351613,0.112283,0.000521898,0.000255585
1.98334,0.00040436,0.117091,0.000536919,0.000212669
1.98413,0.000587512,0.121279,0.000363112,0.00109768
1.98491,0.000200556,0.126131,0.000383616,0.000664711
1.9857,0.000249276,0.130498,0.000846863,0.000450849
1.98649,0.000242246,0.136249,0.000843525,0.000346184
1.98728,0.000205494,0.142118,0.000229359,0.000288725
1.98807,0.000117502,0.146971,0.000962257,0.000118256
1.98886,0.000653522,0.152824,0.00042367,0.000400543
1.98965,0.000399282,0.159701,0.00078702,0.000697851
1.99045,0.000286775,0.165233,0.000500202,0.000611544
1.99124,0.000232034,0.172012,0.000412941,0.000201464
1.99203,0.000423894,0.178288,0.000705004,0.000542402
1.99283,0.000519878,0.185685,0.000301123,0.000786781
1.99362,0.000676626,0.192866,0.000559568,0.000765085
1.99442,0.000530566,0.200701,0.000320435,0.000460863
1.99521,0.000150496,0.207638,0.000316143,0.000686169
1.99601,0.000326558,0.215829,0.000692844,0.000858545
1.99681,0.0003457,0.223981,0.000376225,0.000832796
1.9976,0.000429449,0.232256,0.000598908,0.000154495
1.9984,0.000475836,0.241628,0.000670195,0.000552416
1.9992,0.00032269,0.2504,0.000667095,0.000470877
2,0.0001928,0.259418,0.000524283,0.000457525
2.0008,0.000293482,0.267871,0.0007267,0.000636816
2.0016,0.000442612,0.278312,0.000446081,0.00075078
2.0024,0.00020606,0.288158,0.000431538,0.000445604
2.00321,0.00043077,0.298334,0.000507355,0.00031805
2.00401,0.000157088,0.308133,0.000310898,6.25E-05
2.00481,0.00054023,0.318987,0.000393629,0.000263929
2.00562,0.000352565,0.328861,0.000402451,0.000197649
